,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
4217,DRE,Duke Realty Corporation,29.08,$10.36B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre,
4218,DNB,Dun & Bradstreet Corporation (The),120.65,$4.46B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb,
4219,DHG,"DWS High Income Opportunities Fund, Inc.",14.96,$227.11M,2006,n/a,n/a,http://www.nasdaq.com/symbol/dhg,
4220,DXC,DXC Technology Company,97.54,$27.83B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dxc,
4221,DY,"Dycom Industries, Inc.",103.12,$3.19B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy,
4222,DLNG,Dynagas LNG Partners LP,13.35,$473.79M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng,
4223,DLNG^A,Dynagas LNG Partners LP,26.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng^a,
4224,DYN,Dynegy Inc.,12.15,$1.6B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn,
4225,DYN.WS.A,Dynegy Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dyn.ws.a,
4226,DYNC,Dynegy Inc.,83.63,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dync,
4227,DX,"Dynex Capital, Inc.",7.16,$381.05M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dx,
4228,DX^A,"Dynex Capital, Inc.",25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^a,
4229,DX^B,"Dynex Capital, Inc.",24.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dx^b,
4230,DD^A,E.I. du Pont de Nemours and Company,90.99,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^a,
4231,DD^B,E.I. du Pont de Nemours and Company,104.649,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dd^b,
4232,ELF,"e.l.f. Beauty, Inc.",20.78,$961.28M,2016,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/elf,
4233,SSP,E.W. Scripps Company (The),15.12,$1.24B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp,
4234,EGIF,Eagle Growth and Income Opportunities Fund,16.139,$115.89M,2015,n/a,n/a,http://www.nasdaq.com/symbol/egif,
4235,EXP,Eagle Materials Inc,104.66,$5.09B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp,
4236,ECC           ,Eagle Point Credit Company Inc.,19.1,$349.63M,2014,n/a,n/a,http://www.nasdaq.com/symbol/ecc,
4237,ECCA,Eagle Point Credit Company Inc.,26.02,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/ecca,
4238,ECCB,Eagle Point Credit Company Inc.,26.16,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/eccb,
4239,ECCY,Eagle Point Credit Company Inc.,25.7899,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/eccy,
4240,ECCZ,Eagle Point Credit Company Inc.,25.4977,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/eccz,
4241,ESTE,"Earthstone Energy, Inc.",9.1,$578.39M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este,
4242,DEA,"Easterly Government Properties, Inc.",21.12,$926.61M,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea,
4243,EGP,"EastGroup Properties, Inc.",94.28,$3.25B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp,
4244,EMN,Eastman Chemical Company,90.89,$13.06B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn,
4245,KODK,Eastman Kodak Company,3.35,$142.61M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/kodk,
4246,KODK.WS,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws,
4247,KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kodk.ws.a,
4248,ETN,"Eaton Corporation, PLC",75.53,$33.28B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn,
4249,ETV,Eaton Vance Corporation,15.1,$982.77M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv,
4250,ETW,Eaton Vance Corporation,11.87,$1.26B,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw,
4251,EV,Eaton Vance Corporation,52.83,$6.26B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev,
4252,EOI,Eaton Vance Enhance Equity Income Fund,14.17,$555.08M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi,
4253,EOS,Eaton Vance Enhanced Equity Income Fund II,15.04,$716.73M,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos,
4254,EFT,Eaton Vance Floating Rate Income Trust,14.09,$561.68M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft,
4255,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.43,$198.03M,2017,n/a,n/a,http://www.nasdaq.com/symbol/efl,
4256,EFF,Eaton vance Floating-Rate Income Plus Fund,16.13,$122.69M,2013,n/a,n/a,http://www.nasdaq.com/symbol/eff,
4257,EHT,Eaton Vance High Income 2021 Target Term Trust,10.1,$216.76M,2016,n/a,n/a,http://www.nasdaq.com/symbol/eht,
4258,ETX           ,Eaton Vance Municipal Income 2028 Term Trust,19.7,$213.43M,2013,n/a,n/a,http://www.nasdaq.com/symbol/etx,
4259,EOT,Eaton Vance Municipal Income Trust,22.86,$347.81M,2009,n/a,n/a,http://www.nasdaq.com/symbol/eot,
4260,EVN,Eaton Vance Municipal Income Trust,12.43,$295.61M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evn,
4261,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.15,$582.55M,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj,
4262,EFR,Eaton Vance Senior Floating-Rate Fund,14.03,$516.98M,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr,
4263,EVF,Eaton Vance Senior Income Trust,6.45,$244.24M,1998,n/a,n/a,http://www.nasdaq.com/symbol/evf,
4264,EVG,Eaton Vance Short Diversified Income Fund,13.75,$245.86M,2005,n/a,n/a,http://www.nasdaq.com/symbol/evg,
4265,EVT,Eaton Vance Tax Advantaged Dividend Income Fund,22.31,$1.62B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt,
4266,ETO,Eaton Vance Tax-Advantage Global Dividend Opp,24.35,$353.81M,2004,n/a,n/a,http://www.nasdaq.com/symbol/eto,
4267,EXD,Eaton Vance Tax-Advantaged Bond,11.22,$109.19M,2010,n/a,n/a,http://www.nasdaq.com/symbol/exd,
4268,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,17.05,$1.3B,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg,
4269,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,16.53,$412.01M,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb,
4270,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.89,$1.78B,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety,
4271,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,9.3,$2.8B,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg,
4272,ECT,ECA Marcellus Trust I,2.2,$38.73M,2010,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ect,
4273,ECR,Eclipse Resources Corporation,2.52,$662.11M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr,
4274,ECL,Ecolab Inc.,132.81,$38.37B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl,
4275,EC,Ecopetrol S.A.,11.88,$24.42B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec,
4276,EIX,Edison International,80.82,$26.33B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix,
4277,EDR,Education Realty Trust Inc.,36.6,$2.77B,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr,
4278,EW,Edwards Lifesciences Corporation,109.86,$23.25B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew,
4279,EHIC,eHi Car Services Limited,12.06,$837.35M,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic,
4280,EP^C,El Paso Corporation,48.7,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ep^c,
4281,EE,El Paso Electric Company,59.7,$2.42B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee,
4282,EGO,Eldorado Gold Corporation,1.18,$936.93M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego,
4283,ELVT,"Elevate Credit, Inc.",7.27,$304.32M,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/elvt,
4284,LLY,Eli Lilly and Company,84.81,$93.38B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly,
4285,ELLI,"Ellie Mae, Inc.",87.98,$3.04B,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli,
4286,EFC,Ellington Financial LLC,15.37,$490.39M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc,
4287,EARN,Ellington Residential Mortgage REIT,12.86,$171.5M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/earn,
4288,AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.a,
4289,AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ako.b,
4290,ERJ,Embraer-Empresa Brasileira de Aeronautica,19.18,$3.52B,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj,
4291,EME,"EMCOR Group, Inc.",78.14,$4.6B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme,
4292,EEX,"Emerald Expositions Events, Inc.",23.03,$1.66B,2017,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/eex,
4293,EMES,Emerge Energy Services LP,7.96,$240.01M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/emes,
4294,EBS,"Emergent Biosolutions, Inc.",41.52,$1.72B,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs,
4295,EMR,Emerson Electric Company,61.88,$39.6B,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr,
4296,ESRT,"Empire State Realty Trust, Inc.",20.66,$6.59B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt,
4297,EIG,Employers Holdings Inc,48.55,$1.57B,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig,
4298,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),45.2,$2.03B,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn,
4299,ENBL,"Enable Midstream Partners, LP",14.95,$6.47B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl,
4300,EEQ,Enbridge Energy Management LLC,12.28,$1.19B,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq,
4301,EEP,"Enbridge Energy, L.P.",12.58,$6.37B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep,
4302,ENB,Enbridge Inc,36.27,$59.96B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb,
4303,ECA,Encana Corporation,11.4,$11.09B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca,
4304,EXK,Endeavour Silver Corporation,2.13,$271.55M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/exk,
4305,NDRO,Enduro Royalty Trust,3.2,$105.6M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ndro,
4306,ENIA,Enel Americas S.A.,9.78,$11.24B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia,
4307,ENIC,Enel Chile S.A.,5.51,$5.41B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic,
4308,EOCC,Enel Generacion Chile S.A.,25.45,$6.96B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc,
4309,EGN,Energen Corporation,54.45,$5.29B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn,
4310,ENR,"Energizer Holdings, Inc.",45,$2.73B,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr,
4311,EPC,"Energizer Holdings, Inc.",56.91,$3.24B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc,
4312,ETE,"Energy Transfer Equity, L.P.",16.1,$17.37B,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete,
4313,ETP,"Energy Transfer Partners, L.P.",16.04,$18.53B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp,
4314,ERF,Enerplus Corporation,8.85,$2.14B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf,
4315,ENS,Enersys,67.05,$2.82B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens,
4316,EGL,"Engility Holdings, Inc.",28.38,$1.05B,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl,
4317,E,ENI S.p.A.,32.54,$59.13B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e,
4318,ENLK,"EnLink Midstream Partners, LP",15.01,$5.24B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk,
4319,ENLC,"EnLink Midstream, LLC",15.8,$2.85B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc,
4320,EBF,"Ennis, Inc.",20.05,$509.61M,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf,
4321,ENVA,"Enova International, Inc.",14.4,$481.89M,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva,
4322,NPO,EnPro Industries,83.8,$1.79B,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo,
4323,ESV,ENSCO plc,5.31,$2.32B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv,
4324,ETM,Entercom Communications Corporation,12,$488.76M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm,
4325,EAB,"Entergy Arkansas, Inc.",25.18,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eab,
4326,EAE,"Entergy Arkansas, Inc.",25.18,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae,
4327,EAI,"Entergy Arkansas, Inc.",25.281,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eai,
4328,ETR,Entergy Corporation,86.08,$15.52B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr,
4329,ELC,"Entergy Louisiana, Inc.",25,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc,
4330,ELJ,"Entergy Louisiana, Inc.",25.25,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj,
4331,ELU,"Entergy Louisiana, Inc.",25.7,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu,
4332,EMP,"Entergy Mississippi, Inc.",25.0804,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp,
4333,ENJ,"Entergy New Orleans, Inc.",25.1972,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj,
4334,ENO,"Entergy New Orleans, Inc.",26.06,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno,
4335,EZT,Entergy Texas Inc,26.935,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt,
4336,EPD,Enterprise Products Partners L.P.,23.93,$51.51B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd,
4337,EVC,Entravision Communications Corporation,6.55,$589.53M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc,
4338,ENV,"Envestnet, Inc",49.65,$2.2B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env,
4339,EVHC,Envision Healthcare Corporation,30.07,$3.64B,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc,
4340,EVA,"Enviva Partners, LP",27.55,$725.05M,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva,
4341,ENZ,"Enzo Biochem, Inc.",9.53,$455.48M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz,
4342,EOG,"EOG Resources, Inc.",99.82,$57.72B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog,
4343,EPE,EP Energy Corporation,1.84,$470.35M,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe,
4344,EPAM,"EPAM Systems, Inc.",105.98,$5.6B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam,
4345,EPR,EPR Properties,67.79,$4.99B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr,
4346,EPR^C,EPR Properties,27.48,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c,
4347,EPR^E,EPR Properties,36.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e,
4348,EPR^F.CL,EPR Properties,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f.cl,
4349,EQT,EQT Corporation,56.88,$15.09B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt,
4350,EQGP,"EQT GP Holdings, LP",25.51,$6.79B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp,
4351,EQM,"EQT Midstream Partners, LP",66.85,$5.39B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm,
4352,EFX,"Equifax, Inc.",110.5,$13.27B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx,
4353,EQC,Equity Commonwealth,30.15,$3.74B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc,
4354,EQC^D,Equity Commonwealth,26.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d,
4355,EQCO,Equity Commonwealth,25.13,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco,
4356,ELS,"Equity Lifestyle Properties, Inc.",89.96,$7.9B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els,
4357,EQR,Equity Residential,67.63,$24.85B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr,
4358,EQS,"Equus Total Return, Inc.",2.4,$32.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs,
4359,ERA,"Era Group, Inc.",10.68,$227.79M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era,
4360,EROS,Eros International PLC,12.9,$799.7M,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros,
4361,ESE,ESCO Technologies Inc.,64.25,$1.66B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese,
4362,ESNT,Essent Group Ltd.,44.15,$4.35B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt,
4363,ESS,"Essex Property Trust, Inc.",247.61,$16.35B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess,
4364,EL,"Estee Lauder Companies, Inc. (The)",125.15,$46.08B,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el,
4365,ESL,Esterline Technologies Corporation,71.6,$2.15B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl,
4366,ETH,Ethan Allen Interiors Inc.,27.95,$767.81M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth,
4367,EURN,Euronav NV,8.8,$1.39B,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn,
4368,EEA,"European Equity Fund, Inc. (The)",9.75,$78.71M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea,
4369,EVR,Evercore Inc.,84.95,$3.28B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr,
4370,RE,"Everest Re Group, Ltd.",223.07,$9.16B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re,
4371,EVRI,Everi Holdings Inc.,8.72,$587.44M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri,
4372,ES,Eversource Energy,64.42,$20.41B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es,
4373,EVTC,"Evertec, Inc.",13.7,$991.74M,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc,
4374,EVH,"Evolent Health, Inc",12.1,$935.78M,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh,
4375,AQUA,Evoqua Water Technologies Corp.,21.43,$2.43B,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aqua,
4376,XCO,EXCO Resources NL,0.7575,$16.39M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco,
4377,EXC,Exelon Corporation,41.65,$40.02B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc,
4378,EXPR,"Express, Inc.",8.25,$650.12M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr,
4379,STAY,"Extended Stay America, Inc.",17.24,$3.32B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay,
4380,EXTN,Exterran Corporation,29.71,$1.06B,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn,
4381,EXR,Extra Space Storage Inc,87.4,$11.01B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr,
4382,XOM,Exxon Mobil Corporation,81.11,$343.67B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom,
4383,FNB,F.N.B. Corporation,13.3,$4.3B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb,
4384,FNB^E,F.N.B. Corporation,29.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e,
4385,FN,Fabrinet,32.4,$1.22B,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn,
4386,FDS,FactSet Research Systems Inc.,196.62,$7.69B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds,
4387,FICO,Fair Isaac Corporation,155.44,$4.66B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico,
4388,FMSA,Fairmount Santrol Holdings Inc.,4.87,$1.09B,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa,
4389,SFUN,Fang Holdings Limited,4.71,$2.05B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun,
4390,FPI,Farmland Partners Inc.,9.12,$294.92M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi,
4391,FPI^B,Farmland Partners Inc.,26.43,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpi^b,
4392,FBK,FB Financial Corporation,39.89,$1.22B,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk,
4393,FFG,"FBL Financial Group, Inc.",74.15,$1.85B,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg,
4394,FCB,"FCB Financial Holdings, Inc.",48.4,$2.12B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb,
4395,AGM,Federal Agricultural Mortgage Corporation,71.82,$762.59M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm,
4396,AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a,
4397,AGM^A,Federal Agricultural Mortgage Corporation,25.2514,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a,
4398,AGM^B,Federal Agricultural Mortgage Corporation,26.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b,
4399,AGM^C,Federal Agricultural Mortgage Corporation,27.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c,
